771,Alan Trejo,28,COL,NL,trejoal01
772,Chadwick Tromp,29,ATL,NL,trompch01
774,José Ureña,32,TEX,AL,urenajo01
775,Luis Vázquez,24,CHC,NL,vazqulu01
776,Jason Vosler,30,SEA,AL,vosleja01
778,Tyler Wade,29,SDP,NL,wadety01
779,Will Wagner,25,TOR,AL,wagnewi01
780,Jordan Walker,22,STL,NL,walkejo02
783,Forrest Wall,28,MIA,NL,wallfo01
784,Taylor Walls,27,TBR,AL,wallsta01
785,Drew Waters,25,KCR,AL,waterdr01
787,Joey Wendle,34,NYM,NL,wendljo01
792,Joey Wiemer,25,CIN,NL,wiemejo01
794,Alika Williams,25,PIT,NL,willial04
796,Jacob Wilson,22,OAK,AL,wilsoja05
798,Austin Wynns,33,CIN,NL,wynnsau01
799,Eric Yang,26,CIN,NL,yanger01
2,Jason Adam,32,SDP,adamja01
3,Ty Adcock,27,NYM,adcocty01
4,Joan Adon,25,WSN,adonjo01
5,Kolby Allard,26,PHI,allarko01
6,Logan Allen,27,ARI,allenlo01
7,Yency Almonte,30,CHC,almonye01
8,José Alvarado,29,PHI,alvarjo03
9,Adbert Alzolay,29,CHC,alzolad01
10,Shaun Anderson,29,MIA,andersh01
11,Matt Andriese,34,MIA,andrima01
12,Tejay Antone,30,CIN,antonte01
13,Shawn Armstrong,33,STL,armstsh01
14,Aaron Ashby,26,MIL,ashbyaa01
15,Graham Ashcraft,26,CIN,ashcrgr01
17,Nick Avila,26,SFG,avilani01
18,Pedro Avila,27,SDP,avilape01
19,Anthony Banda,30,LAD,bandaan01
20,Tanner Banks,32,PHI,banksta01
21,Jacob Barnes,34,WSN,barneja01
22,Matt Barnes,34,WSN,barnema01
23,Tucker Barnhart,33,ARI,barnhtu01
24,Jake Bauers,28,MIL,bauerja01
25,Mike Baumann,28,SFG,baumami01
26,David Bednar,29,PIT,bednada01
27,Jalen Beeks,30,TOT,beeksja02
31,Anthony Bender,29,MIA,bendean01
32,Hunter Bigge,26,CHC,biggehu01
33,Jake Bird,28,COL,birdja01
34,Hayden Birdsong,22,SFG,birdsha01
35,Spencer Bivens,30,SFG,bivensp01
36,Ty Blach,33,COL,blachty01
37,Mason Black,24,SFG,blackma01
39,Bradley Blalock,23,TOT,blalobr01
42,Ryan Borucki,30,PIT,borucry01
43,David Bote,31,CHC,boteda01
44,Matt Bowman,33,ARI,bowmama01
45,Ryan Brasier,36,LAD,brasiry01
46,Huascar Brazobán,34,TOT,brazohu01
49,Colten Brewer,31,CHC,breweco01
50,Jhony Brito,26,SDP,britojh01
51,Connor Brogdon,29,TOT,brogdco01
54,Ben Brown,24,CHC,brownbe02
55,Justin Bruihl,27,PIT,bruihju01
57,JB Bukauskas,27,MIL,bukaujb01
58,Aaron Bummer,30,ATL,bummeaa01
59,Raymond Burgos,25,SFG,burgora01
60,José Buttó,26,NYM,buttojo01
62,Matt Carasiti,32,COL,carasma01
63,Humberto Castellanos,26,ARI,castehu01
64,Miguel Castro,29,ARI,castrmi01
65,Dylan Cease,28,SDP,ceasedy01
66,Slade Cecconi,25,ARI,ceccosl01
67,Aroldis Chapman,36,PIT,chapmar01
68,JT Chargois,33,MIA,chargjt01
69,Jesse Chavez,40,ATL,chaveje01
70,Yonny Chirinos,30,MIA,chiriyo01
71,Angel Chivilli,21,COL,chivian01
72,Aaron Civale,29,MIL,civalaa01
73,Roansy Contreras,24,PIT,contrro01
74,Patrick Corbin,34,WSN,corbipa01
75,Tom Cosgrove,28,SDP,cosgrto01
76,Brandon Crawford,37,STL,crawfbr01
77,Nabil Crismatt,29,LAD,crismna01
78,Declan Cronin,26,MIA,cronide01
79,Fernando Cruz,34,CIN,cruzfe01
80,José Cuas,30,CHC,cuasjo01
81,John Curtiss,31,COL,curtijo02
82,Yu Darvish,37,SDP,darviyu01
83,Austin Davis,31,SDP,davisau01
84,Noah Davis,27,COL,davisno01
85,Brett de Geus,26,MIA,degeubr01
86,Enyel De Los Santos,28,SDP,delosen01
87,Alexis Díaz,27,CIN,diazal03
88,Edwin Díaz,30,NYM,diazed04
89,Yilber Diaz,23,ARI,diazyi01
90,Jake Diekman,37,NYM,diekmja01
91,Dylan Dodd,26,ATL,dodddy01
92,Seranthony Domínguez,29,PHI,dominse01
93,Camilo Doval,26,SFG,dovalca01
94,Parker Dunshee,29,ATL,dunshpa01
95,Carl Edwards Jr.,32,SDP,edwarca01
96,Bryce Elder,25,ATL,elderbr01
97,Kent Emanuel,32,MIA,emanuke01
98,Carlos Estévez,31,PHI,estevca01
99,Jeremiah Estrada,25,SDP,estraje01
100,Bailey Falter,27,PIT,falteba01
101,Buck Farmer,33,CIN,farmebu01
102,Calvin Faucher,28,MIA,fauchca01
104,Ryan Feltner,27,COL,feltnry01
105,Ryan Fernandez,26,STL,fernary01
106,Jose A. Ferrer,24,WSN,ferrejo01
107,Matt Festa,31,NYM,festama01
108,J.P. Feyereisen,31,LAD,feyerjo01
109,Kyle Finnegan,32,WSN,finneky01
110,Tyler Fitzgerald,26,SFG,fitzgty01
111,Jack Flaherty,28,LAD,flaheja01
112,Josh Fleming,28,PIT,flemijo01
113,Dylan Floro,33,TOT,florody01
116,Kyle Freeland,31,COL,freelky01
117,Luis Frías,26,ARI,friaslu01
118,Max Fried,30,ATL,friedma01
119,Giovanny Gallegos,32,STL,gallegi01
120,Zac Gallen,28,ARI,galleza01
121,Robert Garcia,28,WSN,garciro04
122,Braxton Garrett,26,MIA,garrebr01
123,Reed Garrett,31,NYM,garrere01
124,Robert Gasser,25,MIL,gassero01
125,Domingo Germán,31,PIT,germado01
127,Logan Gillaspie,27,SDP,gillalo01
128,Kevin Ginkel,30,ARI,ginkeke01
129,Tyler Glasnow,30,LAD,glasnty01
131,Marco Gonzales,32,PIT,gonzama02
133,MacKenzie Gore,25,WSN,gorema01
134,Gordon Graceffo,24,STL,gracego01
135,Brusdar Graterol,25,LAD,gratebr01
136,Josiah Gray,26,WSN,grayjo03
139,Michael Grove,27,LAD,grovemi01
140,Luis Guillorme,29,ATL,guilllu01
141,Vladimir Gutierrez,28,MIA,gutievl01
142,DL Hall,25,MIL,halldl01
144,Geoff Hartlieb,30,COL,hartlge01
145,Grant Hartwig,26,NYM,hartwgr01
146,Hunter Harvey,29,WSN,harvehu01
147,Ben Heller,32,PIT,hellebe01
148,Ryan Helsley,29,STL,helslry01
149,Kyle Hendricks,34,CHC,hendrky01
150,Tommy Henry,26,ARI,henryto01
151,Jimmy Herget,30,ATL,hergeji01
152,Kevin Herget,33,MIL,hergeke01
153,Daysbel Hernández,27,ATL,hernada03
154,Elieser Hernández,29,TOT,hernael01
157,Enrique Hernández,32,LAD,hernaen02
158,Jose Hernandez,26,PIT,hernajo03
160,Jordan Hicks,27,SFG,hicksjo03
161,Sean Hjelle,27,SFG,hjellse01
162,Porter Hodge,23,CHC,hodgepo01
163,Bryan Hoeing,27,TOT,hoeinbr01
166,Jeff Hoffman,31,PHI,hoffmje02
167,Colin Holderman,28,PIT,holdeco01
169,Brent Honeywell Jr.,29,TOT,honeybr01
172,Adrian Houser,31,NYM,housead01
173,Spencer Howard,27,SFG,howarsp01
174,Bryan Hudson,27,MIL,hudsobr01
175,Dakota Hudson,29,COL,hudsoda02
176,Daniel Hudson,37,LAD,hudsoda01
177,Brandon Hughes,28,ARI,hughebr01
178,Kyle Hurt,26,LAD,hurtky01
179,Raisel Iglesias,34,ATL,iglesra01
182,Luke Jackson,32,TOT,jackslu01
185,Alek Jacob,26,SDP,jacobal01
186,Joe Jacques,29,ARI,jacqujo01
187,Bryce Jarvis,26,ARI,jarvibr01
188,Tyler Jay,30,TOT,jayty01
191,Daulton Jefferies,28,TOT,jeffeda01
194,Joe Jiménez,29,ATL,jimenjo02
195,Pierce Johnson,33,ATL,johnspi01
196,Jared Jones,22,PIT,jonesja09
197,Jakob Junis,31,TOT,junisja01
200,Janson Junk,28,MIL,junkja01
202,Joe Kelly,36,LAD,kellyjo05
203,Merrill Kelly,35,ARI,kellyme01
204,Orion Kerkering,23,PHI,kerkeor01
205,Ray Kerr,29,ATL,kerrra01
207,Dallas Keuchel,36,MIL,keuchda01
208,John King,29,STL,kingjo01
210,Tyler Kinley,33,COL,kinlety01
211,Austin Kitchen,27,MIA,kitchau01
212,Andrew Kittredge,34,STL,kittran01
213,Adam Kloffenstein,23,STL,kloffad01
214,Landon Knack,26,LAD,knackla01
215,Matt Koch,33,COL,kochma01
216,Jared Koenig,30,MIL,koenija01
217,Stephen Kolek,27,SDP,kolekst01
218,Michael Kopech,28,LAD,kopecmi01
219,Peter Lambert,27,COL,lambepe01
220,Dinelson Lamet,31,LAD,lametdi01
221,Derek Law,33,WSN,lawde01
222,Justin Lawrence,29,COL,lawreju01
223,Max Lazar,25,PHI,lazarma01
224,Kyle Leahy,27,STL,leahyky01
225,Dylan Lee,29,ATL,leedy01
226,Casey Legumina,27,CIN,legumca01
227,Mark Leiter Jr.,33,CHC,leitema02
228,Matthew Liberatore,24,STL,liberma01
229,Luke Little,23,CHC,littllu01
230,Nick Lodolo,26,CIN,lodolni01
231,Jorge López,31,TOT,lopezjo02
234,Reynaldo López,30,ATL,lopezre01
235,Ryan Loutos,25,STL,loutory01
236,Richard Lovelady,28,CHC,lovelri01
237,Joey Lucchesi,31,NYM,lucchjo01
238,Jesús Luzardo,26,MIA,luzarje01
239,Lance Lynn,37,STL,lynnla01
240,Anthony Maldonado,26,MIA,maldoan01
241,Sean Manaea,32,NYM,manaese01
242,Joe Mantiply,33,ARI,mantijo01
243,Germán Márquez,29,COL,marquge01
244,Yunior Marte,29,PHI,marteyu01
245,Justin Martinez,22,ARI,martiju01
246,Nick Martinez,33,CIN,martini01
247,Phil Maton,31,NYM,matonph01
248,Yuki Matsui,28,SDP,matsuyu01
249,Steven Matz,33,STL,matzst01
250,Tyler Matzek,33,ATL,matzety01
251,Adam Mazur,23,SDP,mazurad01
252,Darren McCaughan,28,MIA,mccauda01
253,Scott McGough,34,ARI,mcgousc01
254,Michael McGreevy,23,STL,mcgremi01
255,John McMillon,26,MIA,mcmiljo01
256,Nick Mears,27,TOT,mearsni01
259,James Meeker,29,MIL,meekeja01
260,Trevor Megill,30,MIL,megiltr01
261,Tylor Megill,28,NYM,megilty01
262,Cristian Mena,21,ARI,menacr01
263,Michael Mercado,25,PHI,mercami01
264,Julian Merryweather,32,CHC,merryju01
265,Matt Mervis,26,CHC,mervima01
266,Max Meyer,25,MIA,meyerma01
267,Miles Mikolas,35,STL,mikolmi01
268,Wade Miley,37,MIL,mileywa01
269,Bobby Miller,25,LAD,millebo06
270,Erik Miller,26,SFG,milleer01
271,Owen Miller,27,MIL,milleow01
272,Tyson Miller,28,CHC,millety01
273,Hoby Milner,33,MIL,milneho01
274,A.J. Minter,30,ATL,minteaj01
275,Carmen Mlodzinski,25,PIT,mlodzca01
276,Anthony Molina,22,COL,molinan01
277,Sam Moll,32,CIN,mollsa01
282,Adrián Morejón,25,SDP,morejad01
284,Roddery Muñoz,24,MIA,munozro01
286,Tobias Myers,25,MIL,myersto01
287,Andrew Nardi,25,MIA,nardian01
288,Kyle Nelson,27,ARI,nelsoky01
289,Nick Nelson,28,PHI,nelsoni01
290,Ryne Nelson,26,ARI,nelsory01
291,Héctor Neris,35,CHC,nerishe01
292,Kyle Nicolas,25,PIT,nicolky01
293,Aaron Nola,31,PHI,nolaaa01
294,Dedniel Núñez,28,NYM,nunezde01
295,Riley O'Brien,29,STL,obrieri01
296,Luis Ortiz,28,PHI,ortizlu02
298,Eric Orze,26,NYM,orzeer01
299,Adam Ottavino,38,NYM,ottavad01
301,Daniel Palencia,24,CHC,palenda01
302,Andre Pallante,25,STL,pallaan01
303,Enoli Paredes,28,MIL,pareden01
304,Mitchell Parker,24,WSN,parkemi01
305,James Paxton,35,LAD,paxtoja01
306,Joel Payamps,30,MIL,payamjo01
307,Nate Pearson,27,CHC,pearsna01
308,Elvis Peguero,27,MIL,pegueel01
310,Wandy Peralta,32,SDP,peralwa01
314,Michael Petersen,30,LAD,petermi01
317,Evan Phillips,29,LAD,phillev01
319,Riley Pint,26,COL,pintri01
320,Ricardo Pinto,30,PHI,pintori01
321,Quinn Priester,23,PIT,priesqu01
322,A.J. Puk,29,TOT,pukaj01
326,Jose Quintana,35,NYM,quintjo01
327,Tanner Rainey,31,WSN,raineta01
328,Brooks Raley,36,NYM,raleybr01
329,Emmanuel Ramirez,29,MIA,ramirem01
330,Nick Ramirez,34,LAD,ramirni01
331,Yohan Ramírez,29,TOT,ramiryo01
336,Sean Reid-Foley,28,NYM,reidfse01
337,Sean Reynolds,26,SDP,reynose01
338,Orlando Ribalta,26,WSN,ribalor01
339,Lyon Richardson,24,CIN,richaly01
340,Emmanuel Rivera,28,MIA,riverem01
341,Ethan Roberts,26,CHC,roberet01
342,Nick Robertson,25,STL,roberni01
343,Carlos Rodriguez,22,MIL,rodrica02
345,Randy Rodríguez,24,SFG,rodrira02
346,Josh Rogers,29,COL,rogerjo01
347,Taylor Rogers,33,SFG,rogerta01
349,Tyler Rogers,33,SFG,rogerty01
350,JoJo Romero,27,STL,romerjo01
351,Joe Ross,31,MIL,rossjo01
352,Landen Roupp,25,SFG,rouppla01
353,Chris Roycroft,27,STL,roycrch01
354,José Ruiz,29,PHI,ruizjo01
355,Jackson Rutledge,25,WSN,rutleja01
356,River Ryan,25,LAD,ryanri01
357,Ryder Ryan,29,PIT,ryanry01
358,Andrew Saalfrank,26,ARI,saalfan01
359,Eduardo Salazar,26,TOT,salazed01
363,Cristopher Sánchez,27,PHI,sanchcr01
364,Sixto Sánchez,25,MIA,sanchsi01
365,Dennis Santana,28,PIT,santade01
366,Tony Santillan,27,CIN,santito01
367,Spencer Schwellenbach,24,ATL,schwesp01
368,Christian Scott,25,NYM,scottch01
369,Tanner Scott,29,TOT,scottta01
372,Kodai Senga,31,NYM,sengako01
373,Luis Severino,30,NYM,severlu01
374,Paul Sewald,34,ARI,sewalpa01
375,Chasen Shreve,33,COL,shrevch01
376,Lucas Sims,30,CIN,simslu01
377,Paul Skenes,22,PIT,skenepa01
378,Burch Smith,34,MIA,smithbu03
379,Drew Smith,30,NYM,smithdr01
380,Pavin Smith,28,ARI,smithpa04
381,AJ Smith-Shawver,21,ATL,smithaj01
382,Drew Smyly,35,CHC,smylydr01
384,George Soriano,25,MIA,soriage01
385,Gregory Soto,29,PHI,sotogr01
386,Carson Spiers,26,CIN,spierca01
387,Ryne Stanek,32,NYM,stanery01
388,Justin Steele,28,CHC,steelju01
389,Jackson Stephens,30,ATL,stephja01
391,Matt Strahm,32,PHI,strahma01
392,Hunter Stratton,27,PIT,strathu01
393,Spencer Strider,25,ATL,stridsp01
394,Garrett Stubbs,31,PHI,stubbga01
395,Ranger Suárez,28,PHI,suarera01
396,Robert Suarez,33,SDP,suarero01
397,Cole Sulser,34,NYM,sulseco01
398,Brent Suter,34,CIN,suterbr01
400,Julio Teheran,33,NYM,teherju01
401,Kai-Wei Teng,25,SFG,tengka01
402,Keegan Thompson,29,CHC,thompke02
403,Ryan Thompson,32,ARI,thompry02
404,Zack Thompson,26,STL,thompza02
405,Jesús Tinoco,29,TOT,tinocje01
408,Michael Tonkin,34,NYM,tonkimi01
409,Luis Torrens,28,NYM,torrelu01
410,Blake Treinen,36,LAD,treinbl01
411,Spencer Turnbull,31,PHI,turnbsp01
412,Kyle Tyler,27,MIA,tylerky01
413,Abner Uribe,24,MIL,uribeab01
414,Ricky Vanasco,25,LAD,vanasri01
415,Ildemaro Vargas,32,WSN,vargail01
416,Gus Varland,27,LAD,varlagu01
417,Randy Vásquez,25,SDP,vasqura02
418,Alex Vesia,28,LAD,vesiaal01
419,Thyago Vieira,31,TOT,vieirth01
422,Eli Villalobos,27,MIA,villael02
423,Darius Vines,26,ATL,vinesda01
424,Victor Vodnik,24,COL,vodnivi01
425,Hurston Waldrep,22,ATL,waldrhu01
426,Matt Waldron,27,SDP,waldrma01
427,Josh Walker,29,NYM,walkejo03
428,Ryan Walker,28,SFG,walkery01
430,Blake Walston,23,ARI,walstbl01
431,Ryan Weathers,24,MIA,weathry01
432,Logan Webb,27,SFG,webblo01
433,Jordan Weems,31,WSN,weemsjo01
434,Hayden Wesneski,26,CHC,wesneha01
435,Zack Wheeler,34,PHI,wheelza01
436,Mitch White,29,TOT,whitemi03
439,Jordan Wicks,24,CHC,wicksjo01
440,Devin Williams,29,MIL,willide03
441,Luke Williams,27,ATL,willilu01
442,Trevor Williams,32,WSN,willitr01
443,Amos Willingham,25,WSN,william01
444,Bryse Wilson,26,MIL,wilsobr02
445,Justin Wilson,36,CIN,wilsoju10
446,Allan Winans,28,ATL,winanal01
447,Keaton Winn,26,SFG,winnke01
448,Patrick Wisdom,32,CHC,wisdopa01
449,Jake Woodford,27,PIT,woodfja01
450,Justin Wrobleski,23,LAD,wroblju01
451,Yoshinobu Yamamoto,25,LAD,yamamyo01
452,Ryan Yarbrough,32,LAD,yarbrry01
453,Mike Yastrzemski,33,SFG,yastrmi01
454,Alex Young,30,TOT,youngal01
457,Danny Young,30,NYM,youngda02
458,Rob Zastryzny,32,MIL,zastrro01
459,Yosver Zulueta,26,CIN,zulueyo01
1,Bryan Abreu,27,HOU,abreubr01
3,Austin Adams,33,OAK,adamsau02
4,Keegan Akin,29,BAL,akinke01
5,Jorge Alcalá,28,MIN,alcaljo01
6,Scott Alexander,34,OAK,alexasc02
7,Tyler Alexander,29,TBR,alexaty01
8,Logan Allen,25,CLE,allenlo02
9,Dan Altavilla,31,KCR,altavda01
10,Chase Anderson,36,BOS,anderch01
11,Grant Anderson,27,TEX,andergr01
12,Justin Anderson,31,CHW,anderju01
13,Nick Anderson,33,KCR,anderni01
16,Clayton Andrews,27,NYY,andrecl02
18,Spencer Arrighetti,24,HOU,arrigsp01
20,Bryan Baker,29,BAL,bakerbr01
22,Scott Barlow,31,CLE,barlosc01
23,Chris Bassitt,35,TOR,bassich01
24,Brady Basso,26,OAK,bassobr01
30,Eduard Bazardo,28,SEA,bazared01
31,Tyler Beede,31,CLE,beedety01
32,Clayton Beeter,25,NYY,beetecl01
34,Brennan Bernardino,32,BOS,bernabr01
36,Prelander Berroa,24,CHW,berropr01
37,Tanner Bibee,25,CLE,bibeeta01
38,Phil Bickford,28,NYY,bickfph01
39,Osvaldo Bido,28,OAK,bidoos01
40,Shane Bieber,29,CLE,biebesh01
41,Brandon Bielak,28,TOT,bielabr01
47,Scott Blewett,28,MIN,blewesc01
48,Jake Bloss,23,HOU,blossja01
49,Cody Bolton,26,SEA,boltoco01
50,Cam Booser,32,BOS,booseca01
51,Caleb Boushley,30,MIN,boushca01
52,Jonathan Bowlan,27,KCR,bowlajo01
56,Matthew Boyd,33,CLE,boydma01
58,Cody Bradford,26,TEX,bradfco01
59,Kyle Bradish,27,BAL,bradiky01
61,John Brebbia,34,CHW,brebbjo01
63,Aaron Brooks,34,OAK,brookaa01
64,Hunter Brown,25,HOU,brownhu01
65,Kris Bubic,26,KCR,bubickr01
66,Nick Burdi,31,NYY,burdini01
67,Brock Burke,27,TEX,burkebr01
68,Corbin Burnes,29,BAL,burneco01
69,Ryan Burr,30,TOR,burrry01
71,Génesis Cabrera,27,TOR,cabrege01
72,Oswaldo Cabrera,25,NYY,cabreos01
73,Isaiah Campbell,26,BOS,campbis01
74,Griffin Canning,28,LAA,cannigr01
76,Yennier Cano,30,BAL,canoye01
77,Joey Cantillo,24,CLE,cantijo01
78,Carlos Carrasco,37,CLE,carraca01
79,Diego Castillo,30,MIN,castidi01
80,Luis Castillo,31,SEA,castilu02
81,Willi Castro,27,MIN,castrwi01
82,Andrew Chafin,34,TOT,chafian01
86,Adam Cimber,33,LAA,cimbead01
87,José Cisnero,35,LAA,cisnejo01
89,Emmanuel Clase,26,CLE,claseem01
90,Garrett Cleavinger,30,TBR,cleavga01
91,Ernie Clement,28,TOR,clemeer01
92,Mike Clevinger,33,CHW,clevimi01
94,Gerrit Cole,33,NYY,colege01
95,Dylan Coleman,27,HOU,colemdy01
96,Luis Contreras,28,HOU,contrlu01
99,Danny Coulombe,34,BAL,couloda01
100,Jake Cousins,29,NYY,cousija01
102,Cooper Criswell,27,BOS,criswco01
103,Garrett Crochet,25,CHW,crochga01
104,Hans Crouse,25,LAA,crousha01
106,Xzavion Curry,25,CLE,curryxz01
110,Reid Detmers,24,LAA,detmere01
111,Chris Devenski,33,TBR,devench02
112,Jhonathan Díaz,27,SEA,diazjh01
113,Miguel Díaz,29,HOU,diazmi02
114,Randy Dobnak,29,MIN,dobnara01
116,Daniel Duarte,27,MIN,duartda01
117,Shawn Dubin,28,HOU,dubinsh01
118,Tyler Duffey,33,KCR,duffety01
119,Dane Dunning,29,TEX,dunnida01
120,Jhoan Durán,26,MIN,duranjh01
121,Zach Eflin,30,TOT,eflinza01
124,Brandon Eisert,26,TOR,eiserbr01
125,Fraser Ellard,26,CHW,ellarfr01
126,Mason Englert,24,DET,englema01
127,Nathan Eovaldi,34,TEX,eovalna01
128,Lucas Erceg,29,TOT,erceglu01
131,Paolo Espino,37,TOR,espinpa01
134,Alex Faedo,28,DET,faedoal01
135,Pete Fairbanks,30,TBR,fairbpe01
137,Caleb Ferguson,27,TOT,ferguca01
140,Tyler Ferguson,30,OAK,ferguty01
141,David Festa,24,MIN,festada01
144,Chris Flexen,29,CHW,flexech01
145,Jason Foley,28,DET,foleyja01
146,J.P. France,29,HOU,francjp01
149,Kody Funderburk,27,MIN,fundeko01
150,Hunter Gaddis,26,CLE,gaddihu01
151,Gerson Garabito,28,TEX,garabge01
152,Deivi García,25,CHW,garcide01
153,Luis García,37,TOT,garcilu03
156,Yimi García,33,TOT,garciyi01
159,Amir Garrett,32,LAA,garream01
162,Logan Gilbert,27,SEA,gilbelo01
163,Connor Gillispie,26,CLE,gillico01
164,Yoendrys Gómez,24,NYY,gomezyo01
165,Victor González,28,NYY,gonzavi02
166,Anthony Gose,33,CLE,gosean01
167,Jon Gray,32,TEX,grayjo02
168,Chad Green,33,TOR,greench03
169,Sean Guenther,28,DET,guentse01
171,Josh Hader,30,HOU,haderjo01
172,Ian Hamilton,29,NYY,hamilia01
173,Emerson Hancock,25,SEA,hancoem01
174,Brenan Hanifee,26,DET,hanifbr01
175,Hogan Harris,27,OAK,harriho03
177,Andrew Heaney,33,TEX,heanean01
178,Jonathan Heasley,27,BAL,heasljo01
179,Austin Hedges,31,CLE,hedgeau01
180,Blair Henley,27,HOU,henlebl01
181,Ronny Henriquez,24,MIN,henriro01
182,Sam Hentges,27,CLE,hentgsa01
183,Carlos Hernández,27,KCR,hernaca04
184,Jonathan Hernández,27,TOT,hernajo02
187,Nick Hernandez,29,HOU,hernani01
188,Tim Herrin,27,CLE,herriti01
189,Aaron Hicks,34,LAA,hicksaa01
190,Tim Hill,34,TOT,hillti01
193,Clay Holmes,31,NYY,holmecl01
194,Tyler Holton,28,DET,holtoty01
195,Bailey Horn,26,BOS,hornba01
198,Brant Hurter,25,DET,hurtebr01
199,Cole Irvin,30,BAL,irvinco01
200,Jay Jackson,36,MIN,jacksja01
202,Kenley Jansen,36,BOS,janseke01
203,Cristian Javier,27,HOU,javiecr01
204,Griffin Jax,29,MIN,jaxgr01
205,Dany Jiménez,30,OAK,jimenda01
206,Ben Joyce,23,LAA,joycebe01
207,Tommy Kahnle,34,NYY,kahnlto01
208,Brad Keller,28,TOT,kellebr01
211,Kevin Kelly,26,TBR,kellyke02
212,Michael Kelly,31,OAK,kellymi03
213,Zack Kelly,29,BOS,kellyza01
214,Grae Kessinger,26,HOU,kessigr01
218,Craig Kimbrel,36,BAL,kimbrcr01
219,Isiah Kiner-Falefa,29,TOR,kineris01
220,Bryan King,27,HOU,kingbr02
222,Will Klein,24,TOT,kleinwi01
225,Andrew Knizner,29,TEX,kniznan01
226,Jack Kochanowicz,23,LAA,kochaja01
229,Zac Kristofak,26,LAA,kristza01
230,Matt Krook,29,BAL,krookma01
231,Chad Kuhl,31,CHW,kuhlch01
232,Joel Kuhnel,29,TOT,kuhnejo01
235,Alex Lange,28,DET,langeal01
236,Jacob Latz,28,TEX,latzja01
237,Jordan Leasure,25,CHW,leasujo01
238,José Leclerc,30,TEX,leclejo01
239,Jack Leiter,24,TEX,leiteja01
241,Dominic Leone,32,CHW,leonedo01
243,Brendon Little,27,TOR,littlbr02
245,Jonathan Loáisiga,29,NYY,loaisjo01
246,Nick Loftin,25,KCR,loftini01
247,Sam Long,28,KCR,longsa01
248,Jacob Lopez,26,TBR,lopezja04
250,Michael Lorenzen,32,TOT,lorenmi01
254,Easton Lucas,27,TOT,lucasea01
258,Jordan Lyles,33,KCR,lylesjo01
259,Daniel Lynch IV,27,KCR,lynchda02
260,Josh Maciejewski,28,NYY,maciejo01
261,Kenta Maeda,36,DET,maedake01
263,Matt Manning,26,DET,mannima02
264,Alek Manoah,26,TOR,manoaal01
265,Ron Marinaccio,28,NYY,marinro01
266,Alec Marsh,26,KCR,marshal01
267,José Marte,28,LAA,martejo01
268,Chris Martin,38,BOS,martich02
270,Seth Martinez,29,HOU,martise01
272,Zebby Matthews,24,MIN,matthze01
273,Tim Mayza,32,TOR,mayzati01
274,James McArthur,27,KCR,mcartja01
275,James McCann,34,BAL,mccanja02
277,Chayce McDermott,25,BAL,mcderch01
278,T.J. McFarland,35,OAK,mcfartj01
279,Triston McKenzie,26,CLE,mckentr01
280,Zach McKinstry,29,DET,mckinza01
281,John Means,31,BAL,meansjo01
282,Luis Medina,25,OAK,medinlu02
283,Danny Mendick,30,CHW,mendida01
284,Bryce Miller,25,SEA,millebr04
285,Mason Miller,25,OAK,millema03
286,Shelby Miller,33,DET,millesh01
288,Anthony Misiewicz,29,NYY,misiean01
289,Casey Mize,27,DET,mizeca01
290,Keider Montero,23,DET,monteke01
291,Rafael Montero,33,HOU,montera01
292,Matt Moore,35,LAA,moorema02
293,Eli Morgan,28,CLE,morgael01
294,Kyle Muller,26,OAK,mulleky01
295,Andrés Muñoz,25,SEA,munozan01
296,Parker Mushinski,28,HOU,mushipa01
297,Tommy Nance,33,TOR,nanceto01
298,Nick Nastrini,24,CHW,nastrni01
299,Sean Newcomb,31,OAK,newcose01
300,Vinny Nittoli,33,TOT,nittovi01
303,Jack O'Loughlin,24,OAK,olougja01
304,Bailey Ober,28,MIN,oberba01
305,Steven Okert,32,MIN,okertst01
306,Reese Olson,24,DET,olsonre01
307,Kaleb Ort,32,HOU,ortka01
308,Michel Otañez,26,OAK,otanemi01
309,Chris Paddack,28,MIN,paddach01
310,Wes Parsons,31,TOT,parsowe01
315,Walter Pennington,26,TOT,penniwa01
318,Ryan Pepiot,26,TBR,pepiory01
319,Sammy Peralta,26,CHW,peralsa01
320,Cionel Pérez,28,BAL,perezci01
321,Nick Pivetta,31,BOS,pivetni01
322,Zach Plesac,29,LAA,plesaza01
323,Colin Poche,30,TBR,pocheco01
324,Zach Pop,27,TOR,popza01
325,Cody Poteet,29,NYY,poteeco01
326,Cade Povich,24,BAL,povicca01
327,Nick Pratto,25,KCR,prattni01
328,Ryan Pressly,35,HOU,pressry01
329,Austin Pruitt,34,TEX,pruitau01
330,José Quijada,28,LAA,quijajo01
332,Erasmo Ramírez,34,TBR,ramirer02
336,Drew Rasmussen,28,TBR,rasmudr01
337,Gerardo Reyes,31,OAK,reyesge01
338,Pablo Reyes,30,BOS,reyespa01
339,Trevor Richards,31,TOT,richatr01
342,Leo Rivas,26,SEA,rivasle01
343,Daniel Robert,29,TEX,roberda11
344,David Robertson,39,TEX,roberda08
345,Carlos Rodón,31,NYY,rodonca01
346,Grayson Rodriguez,24,BAL,rodrigr01
347,Joely Rodríguez,32,BOS,rodrijo06
348,Manuel Rodríguez,27,TBR,rodrima01
349,Yariel Rodríguez,27,TOR,rodriya01
