Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,PlayerAdditional
438,Ben Rortvedt,26,TBR,AL,1.3,86,254,223,25,56,11,0,3,28,1,0,29,68,.251,.343,.341,.683,98,.313,102,76,6,2,0,0,0,2/H1,0,rortvbe01
439,Eguy Rosario,24,SDP,NL,0.3,30,57,53,5,13,6,0,3,6,0,0,2,20,.245,.286,.528,.814,124,.340,118,28,1,1,1,0,0,5H/D4,0,rosareg01
440,Pavin Smith,28,ARI,NL,0.3,29,68,63,10,17,5,0,3,16,0,0,4,9,.270,.309,.492,.801,120,.337,114,31,3,0,0,1,0,9H/3D1,0,smithpa04
441,Chris Taylor,33,LAD,NL,-0.8,64,189,162,17,27,5,1,3,15,3,1,23,62,.167,.277,.265,.542,55,.271,68,43,4,2,1,1,0,754/H8,0,tayloch03
442,Alek Thomas,24,ARI,NL,0.0,37,102,94,12,18,5,1,3,17,4,1,7,17,.191,.248,.362,.609,68,.287,75,34,7,0,1,0,0,8/HD,0,thomaal01
443,Luis Torrens,28,NYM,NL,0.8,30,95,87,13,24,6,0,3,15,0,1,6,19,.276,.326,.448,.775,120,.328,117,39,2,1,0,1,0,2/HD1,0,torrelu01
444,Luis Urías,27,SEA,AL,-0.1,34,91,79,8,12,4,0,3,12,0,0,7,31,.152,.264,.316,.580,70,.262,72,25,2,5,0,0,0,5/H,0,uriaslu01
445,Weston Wilson,29,PHI,NL,0.5,17,43,40,7,13,2,1,3,7,1,0,2,10,.325,.349,.650,.999,174,.415,167,26,0,0,0,1,0,7/H43,0,wilsowe01
446,Brett Wisely,25,SFG,NL,0.3,67,213,199,18,50,12,1,3,24,2,3,9,51,.251,.288,.367,.655,87,.284,86,73,2,2,1,2,0,46H/38,0,wiselbr01
447,Juan Yepez,26,WSN,NL,0.4,36,156,140,19,41,12,0,3,17,2,1,12,24,.293,.346,.443,.789,126,.341,123,62,6,1,0,3,0,3/D,0,yepezju01
448,Christian Bethancourt,32,2TM,NL,0.2,46,107,99,13,19,6,0,3,12,1,0,5,27,.192,.238,.343,.582,58,.255,47,34,1,1,2,0,0,2/DH,0,bethach01
449,Christian Bethancourt,32,MIA,NL,-0.3,38,88,82,9,13,3,0,2,7,0,0,3,22,.159,.198,.268,.466,26,.205,12,22,1,1,2,0,0,2/DH,0,bethach01
450,Christian Bethancourt,32,CHC,NL,0.5,8,19,17,4,6,3,0,1,5,1,0,2,5,.353,.421,.706,1.127,208,.478,206,12,0,0,0,0,0,/2,0,bethach01
451,José Abreu,37,HOU,AL,-1.6,35,120,113,10,14,2,0,2,7,0,0,4,28,.124,.167,.195,.361,3,.163,-7,22,4,2,0,1,0,3/H,0,abreujo02
452,Riley Adams,28,WSN,NL,0.2,39,124,110,10,26,5,1,2,8,1,0,10,35,.236,.306,.355,.661,90,.307,97,39,3,2,0,2,1,2/DH,0,adamsri03
453,Akil Baddoo,25,DET,AL,-0.5,31,82,73,7,10,2,2,2,5,1,0,8,27,.137,.220,.301,.521,44,.229,35,22,0,0,0,1,0,7/89H,0,baddoak01
454,Brooks Baldwin,23,CHW,AL,0.4,24,89,85,7,18,6,0,2,8,2,0,4,25,.212,.247,.353,.600,68,.274,68,30,1,0,0,0,0,4/6,0,baldwbr01
455,Addison Barger,24,TOR,AL,-0.3,34,104,98,8,17,6,0,2,14,1,0,4,32,.173,.214,.296,.510,43,.226,36,29,0,1,0,0,0,95/7HD,0,bargead01
456,Jordan Beck,23,COL,NL,-0.5,26,93,90,5,20,4,0,2,10,2,0,2,34,.222,.237,.333,.570,53,.245,36,30,0,0,0,1,1,7/8,0,beckjo01
457,Ryan Bliss,24,SEA,AL,0.4,33,71,63,10,14,3,1,2,9,5,3,5,22,.222,.290,.397,.687,99,.291,96,25,1,1,2,0,0,4H/D,0,blissry01
458,Vidal Bruján,26,MIA,NL,0.3,88,243,215,29,46,13,2,2,13,4,3,23,48,.214,.302,.321,.623,71,.277,67,69,4,4,1,0,3,46H58/97,0,brujavi01
459,Kris Bryant,32,COL,NL,-0.7,37,155,133,9,29,5,0,2,15,0,0,13,48,.218,.323,.301,.623,72,.293,75,40,6,8,0,1,0,D93,0,bryankr01
460,Ezequiel Durán,25,TEX,AL,0.4,68,208,196,17,48,6,0,2,14,1,1,10,47,.245,.284,.306,.590,69,.265,68,60,5,1,0,1,0,573H/D6498,0,duranez01
461,Christian Encarnacion-Strand,24,CIN,NL,-0.9,29,123,116,13,22,6,0,2,16,0,0,4,35,.190,.220,.293,.513,41,.222,29,34,4,1,0,2,0,3,0,encarch01
462,Nick Fortes,27,MIA,NL,-0.4,78,229,215,16,47,9,0,2,18,0,1,5,28,.219,.246,.288,.534,46,.232,33,62,4,3,5,1,0,2,0,forteni01
463,Sal Frelick,24,MIL,NL,1.5,111,410,366,54,94,14,3,2,23,15,3,36,65,.257,.330,.328,.658,85,.312,91,120,4,4,1,0,0,987/H5D,0,frelisa01
464,Avisaíl García,33,MIA,NL,-0.2,18,51,50,4,12,1,0,2,2,0,0,1,13,.240,.255,.380,.635,71,.270,60,19,4,0,0,0,0,9/H,0,garciav01
465,Yan Gomes,36,CHC,NL,-0.7,34,96,91,7,14,2,0,2,7,0,0,2,36,.154,.179,.242,.421,16,.193,9,22,2,1,1,1,0,2,0,gomesya01
466,Leo Jiménez,23,TOR,AL,0.5,33,109,95,11,21,8,0,2,7,0,0,6,35,.221,.303,.368,.671,90,.294,87,35,4,6,0,2,0,6/4DH,0,jimenle01
467,Brooks Lee,23,MIN,AL,0.5,26,110,99,8,25,2,0,2,15,3,0,9,16,.253,.309,.333,.642,80,.286,73,33,4,0,0,2,1,56/4D,0,leebr02
468,Jung Hoo Lee,25,SFG,NL,0.2,37,158,145,15,38,4,0,2,8,2,3,10,13,.262,.310,.331,.641,86,.288,90,48,2,1,0,2,0,8,0,leeju01
469,DJ LeMahieu,35,NYY,AL,-1.4,59,200,176,16,34,5,0,2,23,0,1,18,33,.193,.266,.256,.522,48,.243,48,45,10,1,1,4,0,53/H,0,lemahdj01
470,Tyler Locklear,23,SEA,AL,-0.3,16,49,45,3,7,1,0,2,3,1,0,3,20,.156,.224,.311,.536,55,.241,53,14,3,1,0,0,0,3/H,0,locklty01
471,Joey Loperfido,25,2TM,AL,0.0,49,163,149,15,31,5,2,2,17,3,1,8,62,.208,.265,.309,.574,63,.261,63,46,1,4,1,1,0,79/8H3D,0,loperjo01
472,Joey Loperfido,25,HOU,AL,0.3,38,118,106,11,25,5,1,2,16,2,1,7,43,.236,.299,.358,.658,86,.289,83,38,1,3,1,1,0,79/H83D,0,loperjo01
473,Joey Loperfido,25,TOR,AL,-0.3,11,45,43,4,6,0,1,0,1,1,0,1,19,.140,.178,.186,.364,4,.191,9,8,0,1,0,0,0,7/38,0,loperjo01
474,Luke Maile,33,CIN,NL,-0.2,41,123,107,8,18,3,0,2,8,2,0,11,41,.168,.268,.252,.521,46,.255,49,27,3,4,0,1,0,2/HD,0,mailelu01
475,Ryan McKenna,27,2TM,2LG,0.1,13,15,14,4,3,0,0,2,2,1,1,1,5,.214,.267,.643,.910,151,.352,144,9,0,0,0,0,0,/9H78,0,mckenry01
476,Ryan McKenna,27,BAL,AL,0.1,9,9,8,3,3,0,0,2,2,0,1,1,1,.375,.444,1.125,1.569,333,.559,321,9,0,0,0,0,0,/9H78,0,mckenry01
477,Ryan McKenna,27,SFG,NL,0.0,4,6,6,1,0,0,0,0,0,1,0,0,4,.000,.000,.000,.000,-100,.041,-120,0,0,0,0,0,0,/9H7,0,mckenry01
478,Garrett Mitchell,25,MIL,NL,0.9,35,113,97,15,23,7,0,2,8,4,1,15,37,.237,.345,.371,.716,100,.332,106,36,1,1,0,0,0,8/9HD,0,mitchga01
479,Dane Myers,28,MIA,NL,0.4,40,95,83,15,22,5,1,2,14,4,1,7,32,.265,.337,.422,.759,107,.344,110,35,0,3,0,2,0,9H8/7D,0,myersda01
480,Kevin Newman,30,ARI,NL,2.3,89,260,240,35,67,17,1,2,23,8,1,13,38,.279,.314,.383,.697,95,.321,99,92,5,0,5,2,1,64/35HD,0,newmake01
481,Connor Norby,24,BAL,AL,0.0,9,32,32,3,6,1,0,2,3,0,0,0,12,.188,.188,.406,.594,65,.246,57,13,1,0,0,0,0,/4,0,norbyco01
482,Joshua Palacios,28,PIT,NL,-0.2,20,69,61,8,14,1,0,2,7,0,0,7,10,.230,.319,.344,.663,88,.297,87,21,1,1,0,0,0,9/87H,0,palacjo01
483,Graham Pauley,23,SDP,NL,-0.3,13,32,32,4,4,0,0,2,5,0,0,0,15,.125,.125,.313,.438,18,.179,3,10,1,0,0,0,0,/5DH3,0,paulegr01
484,René Pinto,27,TBR,AL,-0.1,19,49,42,5,9,3,0,2,6,0,0,4,18,.214,.292,.429,.720,103,.304,97,18,0,1,1,1,0,2,0,pintore02
485,Amed Rosario,28,2TM,2LG,0.6,81,287,275,23,84,18,3,2,28,10,5,8,50,.305,.331,.415,.746,112,.330,115,114,9,3,0,1,0,4956HD,0,rosaram01
486,Amed Rosario,28,TBR,AL,0.5,76,275,264,22,81,17,3,2,26,9,4,7,48,.307,.331,.417,.748,113,.332,116,110,9,3,0,1,0,4956DH,0,rosaram01
487,Amed Rosario,28,LAD,NL,0.0,5,12,11,1,3,1,0,0,2,1,1,1,2,.273,.333,.364,.697,98,.281,93,4,0,0,0,0,0,/46H5,0,rosaram01
488,Esteury Ruiz,25,OAK,AL,-0.2,29,65,55,10,11,2,1,2,8,5,4,4,20,.200,.270,.382,.652,85,.265,78,21,1,2,2,2,0,7H/8,0,ruizes01
489,Miguel Sanó,31,LAA,AL,-0.1,28,95,83,9,17,3,0,2,6,0,0,9,36,.205,.295,.313,.608,71,.272,67,26,2,2,0,1,0,5/D3H1,0,sanomi01
490,Michael Siani,24,STL,NL,1.2,101,259,234,36,60,6,2,2,18,14,3,11,69,.256,.297,.325,.622,74,.281,66,76,2,3,10,1,0,8H/97D,0,sianimi01
491,Matt Thaiss,29,LAA,AL,0.9,37,121,103,11,27,8,0,2,14,3,0,17,34,.262,.364,.398,.762,114,.343,114,41,0,0,0,1,0,2/DH,0,thaisma01
492,Jamie Westbrook,29,BOS,AL,-0.1,21,48,40,4,6,2,0,2,7,0,0,4,14,.150,.234,.350,.584,59,.270,62,14,0,1,0,2,0,4/H59D,0,westbja02
493,Jacob Young,24,WSN,NL,2.7,112,396,355,63,90,18,1,2,26,28,6,23,79,.254,.314,.327,.641,86,.303,89,116,8,9,8,1,0,8/HD,0,youngja03
494,Nick Ahmed,34,2TM,NL,-0.3,67,217,199,19,47,6,1,2,17,2,1,11,48,.236,.276,.307,.582,67,.263,66,61,6,1,3,3,0,6/H,0,ahmedni01
495,Nick Ahmed,34,SFG,NL,-0.3,52,172,155,13,36,6,1,1,15,1,1,10,35,.232,.278,.303,.581,68,.263,68,47,6,1,3,3,0,6/H,0,ahmedni01
496,Nick Ahmed,34,LAD,NL,-0.1,15,45,44,6,11,0,0,1,2,1,0,1,13,.250,.267,.318,.585,65,.263,59,14,0,0,0,0,0,6/H,0,ahmedni01
497,Harold Ramírez,29,2TM,2LG,-0.1,73,246,238,28,62,7,1,2,29,6,2,5,50,.261,.280,.324,.604,73,.271,71,77,2,2,0,1,0,DH/97,0,ramirha02
498,Harold Ramírez,29,TBR,AL,0.1,48,169,164,21,44,3,0,1,13,5,2,3,33,.268,.284,.305,.589,70,.267,69,50,2,1,0,1,0,D/H97,0,ramirha02
499,Harold Ramírez,29,WSN,NL,-0.2,25,77,74,7,18,4,1,1,16,1,0,2,17,.243,.273,.365,.638,82,.279,77,27,0,1,0,0,0,D/H,0,ramirha02
500,Ehire Adrianza,34,LAA,AL,0.1,8,28,26,4,5,1,0,1,2,0,0,2,11,.192,.250,.346,.596,65,.254,55,9,1,0,0,0,0,/54H,0,adriaeh01
501,Nick Allen,25,OAK,AL,0.2,28,77,70,4,12,2,0,1,3,0,0,5,19,.171,.227,.243,.470,36,.224,38,17,0,0,2,0,0,6/H,0,allenni02
502,Jonathan Aranda,26,TBR,AL,0.0,18,52,47,8,10,2,0,1,3,0,0,5,14,.213,.288,.319,.608,75,.269,71,15,0,0,0,0,0,/DH345,0,arandjo01
503,Austin Barnes,34,LAD,NL,0.5,43,127,113,8,28,2,0,1,8,1,0,12,32,.248,.320,.292,.612,76,.282,74,33,1,0,2,0,0,2/HD4,0,barneau01
504,Jon Berti,34,NYY,AL,0.3,17,60,55,6,15,0,0,1,6,4,1,4,13,.273,.322,.327,.649,83,.313,91,18,1,0,1,0,0,5/H,0,bertijo01
505,Dairon Blanco,31,KCR,AL,-0.2,68,106,97,27,22,3,0,1,5,21,5,5,27,.227,.269,.289,.558,55,.262,40,28,0,1,1,1,0,H789/D,0,blancda02
506,Sean Bouchard,28,COL,NL,-0.5,31,108,91,14,17,7,0,1,8,4,0,12,33,.187,.290,.297,.586,60,.300,73,27,0,2,1,2,0,97/DH,0,bouchse01
507,Trey Cabbage,27,HOU,AL,-0.1,43,87,83,12,18,8,0,1,8,1,1,3,31,.217,.253,.349,.602,69,.258,63,29,1,1,0,0,0,9H7/D,0,cabbatr01
508,Alex Call,29,WSN,NL,1.1,24,90,79,11,29,8,0,1,12,4,1,9,17,.367,.444,.506,.951,174,.427,181,40,2,2,0,0,0,9/87H,0,callal02
509,Alexander Canario,24,CHC,NL,0.1,15,28,25,4,7,1,0,1,2,1,0,2,11,.280,.357,.440,.797,122,.350,116,11,0,1,0,0,0,7/9HD,0,canaral01
510,Garrett Cooper,33,2TM,2LG,-0.9,36,116,107,6,22,5,1,1,11,0,0,7,35,.206,.267,.299,.566,57,.253,51,32,3,2,0,0,0,3D/H7,0,coopega03
511,Garrett Cooper,33,CHC,NL,0.1,12,41,37,3,10,1,1,1,6,0,0,4,13,.270,.341,.432,.774,115,.336,112,16,1,0,0,0,0,/D3H7,0,coopega03
512,Garrett Cooper,33,BOS,AL,-0.9,24,75,70,3,12,4,0,0,5,0,0,3,22,.171,.227,.229,.455,27,.207,18,16,2,2,0,0,0,3/DH,0,coopega03
513,Brandon Crawford,37,STL,NL,-0.3,28,80,71,5,12,5,0,1,4,0,0,8,26,.169,.263,.282,.544,52,.247,48,20,0,1,0,0,0,6/5HD1,0,crawfbr01
514,Bobby Dalbec,29,BOS,AL,-0.6,37,93,83,6,11,2,0,1,8,3,0,8,43,.133,.217,.193,.410,15,.196,4,16,1,1,1,0,0,35/H9D,0,dalbebo01
515,Henry Davis,24,PIT,NL,-0.3,29,102,85,9,13,4,0,1,5,0,0,13,40,.153,.267,.235,.503,44,.253,54,20,1,1,0,2,0,2/DH,0,davishe01
516,Adrian Del Castillo,24,ARI,NL,0.4,7,27,24,4,8,2,0,1,5,0,0,3,9,.333,.407,.542,.949,164,.410,166,13,0,0,0,0,0,/2H,0,delcaad01
517,Zach Dezenzo,24,HOU,AL,-0.3,7,30,28,3,5,1,0,1,1,0,0,2,9,.179,.233,.321,.555,56,.271,70,9,2,0,0,0,0,/3D,0,dezenza01
518,Dillon Dingler,25,DET,AL,-0.1,8,29,27,2,5,3,0,1,4,0,0,2,8,.185,.241,.407,.649,77,.276,71,11,0,0,0,0,0,/2,0,dingldi01
519,Brandon Drury,31,LAA,AL,-1.5,67,247,218,21,35,6,0,1,10,0,0,22,53,.161,.247,.202,.449,28,.228,36,44,7,4,0,3,0,435/DH,0,drurybr01
520,Oliver Dunn,26,MIL,NL,0.2,41,104,95,11,21,2,2,1,7,3,0,6,40,.221,.282,.316,.597,66,.269,58,30,1,2,1,0,0,5H/D34,0,dunnol01
521,Xavier Edwards,24,MIA,NL,2.1,41,179,151,24,54,7,1,1,13,20,2,24,29,.358,.438,.437,.875,142,.410,146,66,0,0,1,3,0,6/4,0,edwarxa01
522,Jerar Encarnación,26,SFG,NL,0.0,13,46,43,4,10,3,0,1,5,1,0,3,13,.233,.283,.372,.655,87,.293,85,16,0,0,0,0,0,/9D7,0,encarje01
523,Kyle Farmer,33,MIN,AL,-0.7,72,170,148,17,29,10,1,1,18,3,5,15,35,.196,.294,.297,.591,67,.255,63,44,4,6,0,1,1,45H/6D,0,farmeky01
524,Mike Ford,31,CIN,NL,-0.6,17,62,60,2,9,0,1,1,4,0,0,2,15,.150,.177,.233,.411,13,.182,0,14,1,0,0,0,0,D/3H,0,fordmi01
525,Austin Hedges,31,CLE,AL,-0.4,47,111,101,11,16,3,0,1,12,2,0,5,41,.158,.209,.218,.427,21,.203,15,22,2,2,1,2,0,2/1,0,hedgeau01
526,Darell Hernaiz,22,OAK,AL,-0.7,37,104,93,8,18,0,0,1,7,1,1,7,20,.194,.252,.226,.478,40,.225,42,21,4,1,1,2,0,56/H4,0,hernada04
527,Aaron Hicks,34,LAA,AL,-0.7,18,63,57,6,8,0,0,1,5,0,0,6,23,.140,.222,.193,.415,18,.195,12,11,1,0,0,0,0,/9DH781,0,hicksaa01
528,Travis Jankowski,33,TEX,AL,-0.1,78,162,150,14,30,3,0,1,10,8,1,8,33,.200,.259,.240,.499,44,.252,52,36,3,4,0,0,0,D9H7/8,0,jankotr01
529,Jahmai Jones,26,NYY,AL,0.0,33,47,42,8,10,1,1,1,4,1,1,2,16,.238,.304,.381,.685,90,.292,86,16,0,2,1,0,0,H/9D745,0,jonesja08
530,Greg Jones,26,COL,NL,0.1,6,6,5,1,1,0,0,1,1,0,0,1,4,.200,.333,.800,1.133,195,.452,188,4,0,0,0,0,0,/9H,0,jonesgr02
531,Buddy Kennedy,25,DET,AL,0.2,6,13,10,2,2,0,0,1,4,1,0,2,4,.200,.308,.500,.808,121,.349,109,5,0,0,0,1,0,/4H5,0,kennebu01
532,Andrew Knizner,29,TEX,AL,-0.9,35,93,90,5,15,1,0,1,9,0,0,1,22,.167,.183,.211,.394,12,.183,8,19,2,1,0,1,0,2/1D,0,kniznan01
533,Ryan Kreidler,26,DET,AL,-0.4,21,48,44,6,6,0,0,1,2,3,1,4,15,.136,.208,.205,.413,17,.193,8,9,1,0,0,0,0,6/5H,0,kreidry01
534,Trey Lipscomb,24,WSN,NL,0.0,58,205,184,20,38,3,0,1,10,11,2,16,38,.207,.276,.239,.515,51,.256,56,44,7,2,1,1,0,5/3H4D,0,lipsctr01
535,Nick Loftin,25,KCR,AL,0.3,54,164,141,15,28,4,0,1,13,1,0,19,22,.199,.294,.248,.543,53,.268,62,35,4,1,1,2,0,45H/37D1,0,loftini01
536,Bligh Madris,28,DET,AL,0.0,21,75,67,8,18,3,0,1,5,0,0,6,20,.269,.324,.358,.683,91,.297,85,24,0,0,0,1,0,3/9H,0,madribl01
537,Austin Martin,25,MIN,AL,-0.5,70,189,171,36,41,11,1,1,11,7,2,16,32,.240,.309,.333,.642,80,.293,80,57,2,1,1,0,0,78H4/D,0,martiau01
538,Grant McCray,23,SFG,NL,0.1,2,8,7,1,2,0,0,1,2,0,0,1,2,.286,.375,.714,1.089,205,.439,193,5,0,0,0,0,0,/8,0,mccragr01
539,Curtis Mead,23,TBR,AL,-0.5,38,132,122,10,29,3,0,1,7,2,0,6,30,.238,.282,.287,.569,64,.259,61,35,2,2,0,1,0,45/DH3,0,meadcu01
540,Drew Millas,26,WSN,NL,0.1,11,32,30,2,5,1,0,1,1,2,0,2,8,.167,.219,.300,.519,48,.239,39,9,1,0,0,0,0,2/H,0,milladr01
541,Andruw Monasterio,27,MIL,NL,0.4,44,110,94,11,20,4,0,1,12,5,2,15,27,.213,.327,.287,.615,74,.285,73,27,2,1,0,0,0,54H/3D7,0,monasan01
542,Tom Murphy,33,SFG,NL,-0.4,13,38,34,3,4,1,0,1,2,0,0,4,14,.118,.211,.235,.446,29,.206,27,8,0,0,0,0,0,2/DH,0,murphto04
543,Ryan Noda,28,OAK,AL,-0.6,30,100,86,7,11,3,0,1,2,0,0,12,32,.128,.242,.198,.440,29,.211,30,17,0,1,1,0,0,3/HD,0,nodary01
544,Kyren Paris,22,LAA,AL,-0.4,21,59,51,4,6,2,0,1,5,1,0,7,17,.118,.224,.216,.440,24,.225,29,11,1,0,0,0,0,4/H6D,0,parisky01
545,Oswald Peraza,24,NYY,AL,0.1,1,3,3,1,1,0,0,1,1,0,0,0,1,.333,.333,1.333,1.667,334,.674,359,4,0,0,0,0,0,/5,0,perazos02
546,Geraldo Perdomo,24,ARI,NL,2.1,59,227,200,37,56,13,1,1,22,4,1,17,33,.280,.339,.370,.709,100,.316,98,74,4,3,3,4,0,6/H,0,perdoge01
547,Jakson Reetz,28,SFG,NL,-0.2,6,15,14,1,2,1,0,1,1,0,0,1,5,.143,.200,.429,.629,75,.264,68,6,1,0,0,0,0,/2H,0,reetzja01
548,Emmanuel Rivera,28,MIA,NL,-0.5,95,225,197,15,41,6,1,1,15,2,0,20,51,.208,.290,.264,.554,54,.261,52,52,5,4,1,3,0,53H/1D,0,riverem01
549,Victor Scott II,23,STL,NL,-0.7,30,98,92,7,11,5,0,1,6,2,0,2,29,.120,.153,.207,.360,-1,.180,-4,19,0,2,0,2,0,8/7,0,scottvi01
550,Austin Shenton,26,TBR,AL,0.0,17,44,37,3,7,4,0,1,3,0,0,7,13,.189,.318,.378,.697,99,.309,100,14,0,0,0,0,0,/3HD,0,shentau01
551,Braden Shewmake,26,CHW,AL,-0.6,29,67,64,4,8,2,0,1,4,5,1,1,10,.125,.134,.203,.337,-6,.154,-22,13,0,0,0,2,0,6/54HD,0,shewmbr01
552,Austin Slater,31,3TM,2LG,-0.7,59,150,123,16,26,3,0,1,13,2,1,20,43,.211,.327,.260,.587,72,.279,78,32,4,3,0,4,0,9H7/8D,0,slateau01
553,Austin Slater,31,2TM,NL,-0.7,51,133,108,14,20,1,0,1,12,2,1,18,37,.185,.308,.222,.530,56,.260,64,24,3,3,0,4,0,9H7/8D,0,slateau01
554,Austin Slater,31,SFG,NL,-0.3,43,112,90,12,18,1,0,1,9,2,1,16,31,.200,.330,.244,.575,70,.281,80,22,3,3,0,3,0,9H/78D,0,slateau01
555,Austin Slater,31,CIN,NL,-0.4,8,21,18,2,2,0,0,0,3,0,0,2,6,.111,.190,.111,.302,-13,.151,-22,2,0,0,0,1,0,/87H9D,0,slateau01
556,Austin Slater,31,BAL,AL,0.0,8,17,15,2,6,2,0,0,1,0,0,2,6,.400,.471,.533,1.004,191,.426,185,8,1,0,0,0,0,/79H8,0,slateau01
557,Kyle Stowers,26,2TM,2LG,-0.4,33,87,82,4,16,4,0,1,9,0,1,2,36,.195,.230,.280,.510,42,.229,41,23,1,2,0,1,0,79/HD,0,stoweky01
558,Kyle Stowers,26,BAL,AL,0.2,19,37,36,3,11,4,0,1,9,0,1,0,13,.306,.297,.500,.797,125,.344,137,18,0,0,0,1,0,/97HD,0,stoweky01
559,Kyle Stowers,26,MIA,NL,-0.5,14,50,46,1,5,0,0,0,0,0,0,2,23,.109,.180,.109,.289,-18,.144,-30,5,1,2,0,0,0,7/9H,0,stoweky01
560,Garrett Stubbs,31,PHI,NL,0.1,44,150,131,13,25,3,0,1,7,5,0,15,41,.191,.289,.237,.525,51,.267,59,31,0,3,0,0,0,2/1H,0,stubbga01
561,Brett Sullivan,30,SDP,NL,0.0,7,17,16,1,3,0,0,1,2,0,0,1,4,.188,.235,.375,.610,69,.254,56,6,0,0,0,0,0,/23H,0,sullibr01
562,Ildemaro Vargas,32,WSN,NL,0.0,80,256,229,19,58,15,0,1,26,8,3,17,26,.253,.306,.332,.637,84,.286,83,76,8,2,4,4,0,547H/631D,0,vargail01
563,Ryan Vilade,25,DET,AL,-0.6,17,49,45,5,8,0,0,1,5,0,0,2,12,.178,.208,.244,.453,26,.218,27,11,2,0,1,1,0,7/98H3,0,viladry01
564,David Villar,27,SFG,NL,0.0,11,37,35,3,9,4,0,1,4,0,0,1,13,.257,.270,.457,.727,105,.302,95,16,0,0,0,1,0,3/DH,0,villada01
565,Daniel Vogelbach,31,TOR,AL,-0.4,31,79,70,5,13,5,0,1,8,0,0,9,17,.186,.278,.300,.578,65,.262,64,21,4,0,0,0,0,DH,0,vogelda01
566,Jared Walsh,30,TEX,AL,-0.2,17,60,53,9,12,2,0,1,7,0,0,7,21,.226,.317,.321,.637,83,.288,83,17,2,0,0,0,0,3/H,0,walshja01
567,Davis Wendzel,27,TEX,AL,0.0,27,49,47,2,6,2,0,1,2,0,0,1,12,.128,.163,.234,.397,12,.173,2,11,1,1,0,0,0,5/HD43,0,wendzda01
568,Eli White,30,ATL,NL,0.1,15,23,23,4,6,1,1,1,4,0,0,0,7,.261,.261,.522,.783,110,.319,98,12,1,0,0,0,0,/78HD,0,whiteel04
569,Seby Zavala,30,SEA,AL,-0.4,18,43,39,4,6,2,0,1,2,0,0,3,16,.154,.214,.282,.496,44,.220,41,11,2,0,1,0,0,2,0,zavalse01
570,CJ Alexander,27,KCR,AL,-0.2,4,8,8,0,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-30,.112,-49,1,0,0,0,0,0,/5DH,0,alexacj01
571,Nacho Alvarez Jr.,21,ATL,NL,-0.5,8,32,30,1,3,0,0,0,0,0,0,0,10,.100,.156,.100,.256,-26,.129,-38,3,1,2,0,0,0,/45,0,alvarna01
572,Armando Alvarez,29,OAK,AL,-0.3,10,31,29,7,8,1,0,0,2,1,0,2,5,.276,.323,.310,.633,84,.288,80,9,1,0,0,0,0,/3547H,0,alvarar01
573,Adael Amador,21,COL,NL,-0.5,10,36,35,1,6,1,0,0,0,1,0,1,6,.171,.194,.200,.394,8,.210,11,7,1,0,0,0,0,4,0,amadoad01
574,Jacob Amaya,25,HOU,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/4,0,amayaja01
575,Tim Anderson,31,MIA,NL,-1.4,65,241,234,16,50,3,0,0,9,4,4,7,68,.214,.237,.226,.463,28,.205,17,53,6,0,0,0,0,6/H,0,anderti01
576,Brian Anderson,31,ATL,NL,-0.2,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-133,0,1,0,0,0,0,/95,0,anderbr06
577,Chase Anderson,36,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,anderch01
578,Pedro Avila,27,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,avilape01
579,José Azocar,28,SDP,NL,-0.3,61,79,73,13,16,2,0,0,2,5,1,5,19,.219,.269,.247,.516,48,.266,58,18,1,0,1,0,0,7H8/9D,0,azocajo01
580,Ji Hwan Bae,24,PIT,NL,-0.1,22,60,54,11,11,2,0,0,4,5,2,5,18,.204,.267,.241,.507,45,.249,50,13,0,0,0,1,0,8/9HD4,0,baeji01
581,David Bañuelos,27,BAL,AL,0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-127,0,0,0,0,0,0,/H,0,banueda01
582,Tucker Barnhart,33,ARI,NL,0.3,31,96,81,13,14,3,0,0,6,1,0,13,31,.173,.287,.210,.497,43,.253,51,17,0,0,2,0,0,2/1H,0,barnhtu01
583,Jorge Barrosa,23,ARI,NL,-0.1,3,10,10,1,2,1,0,0,1,0,0,0,1,.200,.200,.300,.500,38,.214,26,3,0,0,0,0,0,/8H,0,barrojo01
584,Matthew Batten,29,SDP,NL,0.2,1,3,3,0,1,0,1,0,0,0,0,0,0,.333,.333,1.000,1.333,257,.524,253,3,0,0,0,0,0,/3,0,battema01
